Ğ İ {'rel_weight': 0.9560438534228961, 'rel_center': 0.9946565396578052, 'rel_inertia': 0.9958013494786937}
Ğ J {'rel_weight': 0.9570137503852792, 'rel_center': 0.9882689088260405, 'rel_inertia': 0.9948544074959409}
Ğ K {'rel_weight': 0.9837054783794121, 'rel_center': 0.9930970954391486, 'rel_inertia': 0.9977500594983798}
Ğ L {'rel_weight': 0.9611608960175377, 'rel_center': 0.9880612379880221, 'rel_inertia': 0.9956849703971037}
Ğ M {'rel_weight': 0.9556732265183526, 'rel_center': 0.9889823251852433, 'rel_inertia': 0.9960837460032581}
Ğ N {'rel_weight': 0.9790259521349957, 'rel_center': 0.9953614700394604, 'rel_inertia': 0.9968630996125777}
Ğ O {'rel_weight': 0.9892545153107473, 'rel_center': 0.9950664489327438, 'rel_inertia': 0.9972403319371542}
Ğ Ö {'rel_weight': 0.9729167682030191, 'rel_center': 0.9923923136618595, 'rel_inertia': 0.9981404921657686}
Ğ P {'rel_weight': 0.9822617290698425, 'rel_center': 0.9985655866927945, 'rel_inertia': 0.996802509522088}
Ğ R {'rel_weight': 0.9745722819836384, 'rel_center': 0.9976079810127049, 'rel_inertia': 0.9982774114810121}
Ğ S {'rel_weight': 0.9668381377197627, 'rel_center': 0.9915657447976725, 'rel_inertia': 0.9954177177359107}
Ğ Ş {'rel_weight': 0.976935656957446, 'rel_center': 0.9886167395764447, 'rel_inertia': 0.9960644427655798}
Ğ T {'rel_weight': 0.9641486245913155, 'rel_center': 0.9953261407688261, 'rel_inertia': 0.9962829034150362}
Ğ U {'rel_weight': 0.9696920874021772, 'rel_center': 0.9933885073444296, 'rel_inertia': 0.9966588444673335}
Ğ Ü {'rel_weight': 0.9860214733291952, 'rel_center': 0.9960867853895206, 'rel_inertia': 0.9984399212135567}
Ğ V {'rel_weight': 0.9555784143633618, 'rel_center': 0.9969055532468819, 'rel_inertia': 0.9959046035358188}
Ğ Y {'rel_weight': 0.9643269964464664, 'rel_center': 0.9953893296693817, 'rel_inertia': 0.9960023979486952}
Ğ Z {'rel_weight': 0.9834267202487968, 'rel_center': 0.9925658723924212, 'rel_inertia': 0.9969121220474961}
H A {'rel_weight': 0.934973327645219, 'rel_center': 0.987115221778719, 'rel_inertia': 0.9955209886442132}
H B {'rel_weight': 0.9952239958429108, 'rel_center': 0.9992500882419867, 'rel_inertia': 0.998485542924088}
H C {'rel_weight': 0.9385101070856331, 'rel_center': 0.9895811864281097, 'rel_inertia': 0.9977830267027877}
H Ç {'rel_weight': 0.9486132004437898, 'rel_center': 0.9876564715759242, 'rel_inertia': 0.9982449774616083}
H D {'rel_weight': 0.9925651403770676, 'rel_center': 0.9985720341899589, 'rel_inertia': 0.9993878974014693}
H E {'rel_weight': 0.9598924332218478, 'rel_center': 0.9924218795438622, 'rel_inertia': 0.997503642862229}
H F {'rel_weight': 0.9454861188581755, 'rel_center': 0.9942426874942853, 'rel_inertia': 0.9967771045840976}
H G {'rel_weight': 0.9647001121302121, 'rel_center': 0.9920746429584962, 'rel_inertia': 0.9987020180461923}
H Ğ {'rel_weight': 0.9793572619151903, 'rel_center': 0.9949257655227014, 'rel_inertia': 0.9980667441399254}
H H {'rel_weight': 0.9935107066802149, 'rel_center': 0.9990085822058044, 'rel_inertia': 0.9994530762687986}
H I {'rel_weight': 0.9195748198372697, 'rel_center': 0.9919485736608326, 'rel_inertia': 0.9950964188802957}
H İ {'rel_weight': 0.9297698861832386, 'rel_center': 0.9970537947207642, 'rel_inertia': 0.9958354429233037}
H J {'rel_weight': 0.9307397831456218, 'rel_center': 0.9908020047276552, 'rel_inertia': 0.9955744146020105}
H K {'rel_weight': 0.9900205543809304, 'rel_center': 0.9911046998905093, 'rel_inertia': 0.9989669707127985}
H L {'rel_weight': 0.9348869287778803, 'rel_center': 0.9867416727610179, 'rel_inertia': 0.9966049659888913}
H M {'rel_weight': 0.9819471937580101, 'rel_center': 0.9924308150702371, 'rel_inertia': 0.9964244487163604}
H N {'rel_weight': 0.9527519848953382, 'rel_center': 0.9987741997847672, 'rel_inertia': 0.9976960609106423}
H O {'rel_weight': 0.9844715174495953, 'rel_center': 0.9981285801696852, 'rel_inertia': 0.9987115002576497}
H Ö {'rel_weight': 0.9991907354426766, 'rel_center': 0.9926445187655062, 'rel_inertia': 0.9970887810425182}
H P {'rel_weight': 0.9559877618301851, 'rel_center': 0.996911667965973, 'rel_inertia': 0.9971659677552611}
H R {'rel_weight': 0.9991537507767041, 'rel_center': 0.9970545370618636, 'rel_inertia': 0.9989490322146267}
H S {'rel_weight': 0.9405641704801052, 'rel_center': 0.9934285764814735, 'rel_inertia': 0.9962215720513735}
H Ş {'rel_weight': 0.9506616897177885, 'rel_center': 0.9902630749480211, 'rel_inertia': 0.996655966402866}
H T {'rel_weight': 0.937874657351658, 'rel_center': 0.9982985436111327, 'rel_inertia': 0.99653761441398}
H U {'rel_weight': 0.9434181201625197, 'rel_center': 0.9912548896562079, 'rel_inertia': 0.9975701915754095}
H Ü {'rel_weight': 0.9597475060895377, 'rel_center': 0.9918887015331567, 'rel_inertia': 0.9971749073061482}
H V {'rel_weight': 0.9293044471237043, 'rel_center': 0.995180064226027, 'rel_inertia': 0.9966131573868354}
H Y {'rel_weight': 0.9380530292068089, 'rel_center': 0.995146444567886, 'rel_inertia': 0.9965791980096509}
H Z {'rel_weight': 0.9571527530091394, 'rel_center': 0.9942866265416174, 'rel_inertia': 0.9973986747921249}
I A {'rel_weight': 0.9816626490104656, 'rel_center': 0.9947146720059612, 'rel_inertia': 0.9986132688243784}
I B {'rel_weight': 0.9214119808127739, 'rel_center': 0.9921996605057666, 'rel_inertia': 0.9962590477919383}
I C {'rel_weight': 0.9781258695700515, 'rel_center': 0.9913606019488325, 'rel_inertia': 0.9971405978487555}
I Ç {'rel_weight': 0.9680227762118948, 'rel_center': 0.9919006260339023, 'rel_inertia': 0.996692108032984}
I D {'rel_weight': 0.9240708362786171, 'rel_center': 0.9920619090595337, 'rel_inertia': 0.9955876862321301}
I E {'rel_weight': 0.9567435434338368, 'rel_center': 0.9931714114154366, 'rel_inertia': 0.9973188360126268}
I F {'rel_weight': 0.9711498577975092, 'rel_center': 0.9923721807238665, 'rel_inertia': 0.9979944087674378}
I G {'rel_weight': 0.9519358645254725, 'rel_center': 0.995187871302545, 'rel_inertia': 0.995692129880917}
I Ğ {'rel_weight': 0.9372787147404943, 'rel_center': 0.9890854461244382, 'rel_inertia': 0.9937442538438083}
I H {'rel_weight': 0.9101466833358995, 'rel_center': 0.9906652246963074, 'rel_inertia': 0.9944512037915834}
I I {'rel_weight': 0.9970611568184149, 'rel_center': 0.9996406400098655, 'rel_inertia': 0.9997996003492176}
I İ {'rel_weight': 0.986866090472446, 'rel_center': 0.9944858947348768, 'rel_inertia': 0.9976166841640919}
I J {'rel_weight': 0.9858961935100629, 'rel_center': 0.9975120585622116, 'rel_inertia': 0.9994008309699981}
I K {'rel_weight': 0.9266154222747542, 'rel_center': 0.9929294947333174, 'rel_inertia': 0.9959837606766978}
I L {'rel_weight': 0.9817490478778044, 'rel_center': 0.9920760255956196, 'rel_inertia': 0.9982750210581428}
I M {'rel_weight': 0.8985831704136947, 'rel_center': 0.9853962131332911, 'rel_inertia': 0.991522571489613}
I N {'rel_weight': 0.9638839917603464, 'rel_center': 0.992799405125867, 'rel_inertia': 0.9972795686410364}
I O {'rel_weight': 0.9321644592060894, 'rel_center': 0.9934504882511898, 'rel_inertia': 0.9946487882321277}
I Ö {'rel_weight': 0.9158267120983612, 'rel_center': 0.984261858062048, 'rel_inertia': 0.9924387134388644}
I P {'rel_weight': 0.9606482148254996, 'rel_center': 0.9904719748818196, 'rel_inertia': 0.9974479793939839}
I R {'rel_weight': 0.9174822258789805, 'rel_center': 0.9921507607119591, 'rel_inertia': 0.9958743981131772}
I S {'rel_weight': 0.9760718061755794, 'rel_center': 0.9981625183988774, 'rel_inertia': 0.9987337182984178}
I Ş {'rel_weight': 0.9659742869378961, 'rel_center': 0.998646103236354, 'rel_inertia': 0.9982250355627539}
I T {'rel_weight': 0.9787613193040267, 'rel_center': 0.9932406355391133, 'rel_inertia': 0.997784598493435}
I U {'rel_weight': 0.973217856493165, 'rel_center': 0.9927132304517211, 'rel_inertia': 0.997396402159387}
I Ü {'rel_weight': 0.9568884705661469, 'rel_center': 0.9862845938116603, 'rel_inertia': 0.9944975712436623}
I V {'rel_weight': 0.9873315295319803, 'rel_center': 0.9927511007706235, 'rel_inertia': 0.9983529692952617}
I Y {'rel_weight': 0.9785829474488758, 'rel_center': 0.9944504065857879, 'rel_inertia': 0.9982854169730883}
I Z {'rel_weight': 0.9594832236465453, 'rel_center': 0.9972314334408301, 'rel_inertia': 0.9973766386943179}
İ A {'rel_weight': 0.9919247251150572, 'rel_center': 0.9901032549744794, 'rel_inertia': 0.9969775728608881}
İ B {'rel_weight': 0.9316740569173655, 'rel_center': 0.9972009393377721, 'rel_inertia': 0.9973064882398129}
İ C {'rel_weight': 0.9883879456746432, 'rel_center': 0.9915189288139686, 'rel_inertia': 0.9973082665129313}
İ Ç {'rel_weight': 0.9782848523164864, 'rel_center': 0.9902390573144979, 'rel_inertia': 0.9974444062158369}
İ D {'rel_weight': 0.9343329123832087, 'rel_center': 0.9971348868377916, 'rel_inertia': 0.9963536754234478}
İ E {'rel_weight': 0.9670056195384285, 'rel_center': 0.9943541316657302, 'rel_inertia': 0.998188371421191}
İ F {'rel_weight': 0.9814119339021008, 'rel_center': 0.9952846064974916, 'rel_inertia': 0.9987304085772413}
İ G {'rel_weight': 0.9621979406300641, 'rel_center': 0.9947992837248233, 'rel_inertia': 0.9959260433510675}
İ Ğ {'rel_weight': 0.9475407908450859, 'rel_center': 0.9935370915280572, 'rel_inertia': 0.9951780619702624}
İ H {'rel_weight': 0.9204087594404912, 'rel_center': 0.9957852128196265, 'rel_inertia': 0.9953732331396783}
İ I {'rel_weight': 0.9926767670769935, 'rel_center': 0.9952309311188852, 'rel_inertia': 0.9980399876721573}
İ İ {'rel_weight': 0.9971281665770376, 'rel_center': 0.9996135261416234, 'rel_inertia': 0.9997763895262111}
İ J {'rel_weight': 0.9961582696146545, 'rel_center': 0.9937452104238641, 'rel_inertia': 0.9980748870056678}
İ K {'rel_weight': 0.9368774983793459, 'rel_center': 0.9932358803384695, 'rel_inertia': 0.9965673758006018}
İ L {'rel_weight': 0.992011123982396, 'rel_center': 0.9895675636977761, 'rel_inertia': 0.9977036066287743}
İ M {'rel_weight': 0.9088452465182864, 'rel_center': 0.9896946675578742, 'rel_inertia': 0.9922270999210139}
İ N {'rel_weight': 0.9741460678649381, 'rel_center': 0.9979049535532329, 'rel_inertia': 0.9977016442924636}
İ O {'rel_weight': 0.942426535310681, 'rel_center': 0.998551518615227, 'rel_inertia': 0.9949766134785772}
İ Ö {'rel_weight': 0.9260887882029528, 'rel_center': 0.9893876900435163, 'rel_inertia': 0.9938559640803273}
İ P {'rel_weight': 0.9709102909300912, 'rel_center': 0.9952790532714757, 'rel_inertia': 0.9985935052675154}
İ R {'rel_weight': 0.9277443019835722, 'rel_center': 0.9967523306504041, 'rel_inertia': 0.9968427180340675}
İ S {'rel_weight': 0.986333882280171, 'rel_center': 0.9967055581706896, 'rel_inertia': 0.9980132407199723}
İ Ş {'rel_weight': 0.9762363630424877, 'rel_center': 0.9935270745563441, 'rel_inertia': 0.9985910562217057}
İ T {'rel_weight': 0.9890233954086183, 'rel_center': 0.9983636847696614, 'rel_inertia': 0.9992223283806878}
İ U {'rel_weight': 0.9834799325977566, 'rel_center': 0.9932708048012205, 'rel_inertia': 0.9976134660547551}
İ Ü {'rel_weight': 0.9671505466707385, 'rel_center': 0.990456514308041, 'rel_inertia': 0.9963380006177399}
İ V {'rel_weight': 0.997593605636572, 'rel_center': 0.9961610470288906, 'rel_inertia': 0.9983118229099771}
İ Y {'rel_weight': 0.9888450235534674, 'rel_center': 0.9973020645151416, 'rel_inertia': 0.9986472521550772}
İ Z {'rel_weight': 0.9697452997511369, 'rel_center': 0.9976027542944214, 'rel_inertia': 0.9983112926185856}
J A {'rel_weight': 0.9923162301200174, 'rel_center': 0.996545574380149, 'rel_inertia': 0.9989551419991644}
J B {'rel_weight': 0.9320655619223256, 'rel_center': 0.9912526851153404, 'rel_inertia': 0.9966428319039662}
J C {'rel_weight': 0.9887794506796033, 'rel_center': 0.9889827118448274, 'rel_inertia': 0.9975926600492551}
J Ç {'rel_weight': 0.9786763573214465, 'rel_center': 0.9896987128549306, 'rel_inertia': 0.9971006043535152}
J D {'rel_weight': 0.9347244173881688, 'rel_center': 0.9906968648295207, 'rel_inertia': 0.9960174820942747}
J E {'rel_weight': 0.9673971245433886, 'rel_center': 0.990832438394486, 'rel_inertia': 0.9976822477819008}
J F {'rel_weight': 0.9818034389070609, 'rel_center': 0.9902289474863386, 'rel_inertia': 0.9983062101336803}
J G {'rel_weight': 0.9625894456350242, 'rel_center': 0.9928089417276833, 'rel_inertia': 0.996157707257587}
J Ğ {'rel_weight': 0.947932295850046, 'rel_center': 0.9872802449964748, 'rel_inertia': 0.994108695792471}
J H {'rel_weight': 0.9208002644454513, 'rel_center': 0.9895719562881136, 'rel_inertia': 0.9948775380993818}
J I {'rel_weight': 0.9922852620720334, 'rel_center': 0.9974419232947324, 'rel_inertia': 0.9995356121117889}
J İ {'rel_weight': 0.9975196715819977, 'rel_center': 0.9931811442543206, 'rel_inertia': 0.9976653840298876}
J J {'rel_weight': 0.9965497746196146, 'rel_center': 0.9996412444759462, 'rel_inertia': 0.9997812449049654}
J K {'rel_weight': 0.937269003384306, 'rel_center': 0.9905478009579537, 'rel_inertia': 0.9964245422046091}
J L {'rel_weight': 0.9924026289873561, 'rel_center': 0.9900734554792716, 'rel_inertia': 0.9987428012308366}
J M {'rel_weight': 0.9092367515232465, 'rel_center': 0.9853649333871151, 'rel_inertia': 0.9919789096959283}
J N {'rel_weight': 0.9745375728698982, 'rel_center': 0.9916690127649269, 'rel_inertia': 0.99770373830981}
J O {'rel_weight': 0.9428180403156411, 'rel_center': 0.9922897731580872, 'rel_inertia': 0.9951151755851952}
J Ö {'rel_weight': 0.9264802932079129, 'rel_center': 0.9832322738634042, 'rel_inertia': 0.9928148638968352}
J P {'rel_weight': 0.9713017959350513, 'rel_center': 0.9888682623781259, 'rel_inertia': 0.997755596421248}
J R {'rel_weight': 0.9281358069885323, 'rel_center': 0.9904641843167966, 'rel_inertia': 0.9962773606534036}
J S {'rel_weight': 0.9867253872851312, 'rel_center': 0.996525256068705, 'rel_inertia': 0.9991851227682552}
J Ş {'rel_weight': 0.9766278680474478, 'rel_center': 0.9979445397930659, 'rel_inertia': 0.9985665494660855}
J T {'rel_weight': 0.9894149004135784, 'rel_center': 0.9920389344048809, 'rel_inertia': 0.9979926066820834}
J U {'rel_weight': 0.9838714376027167, 'rel_center': 0.9903350959690737, 'rel_inertia': 0.9978366661286758}
J Ü {'rel_weight': 0.9675420516756986, 'rel_center': 0.9843406508802661, 'rel_inertia': 0.9947641530680766}
J V {'rel_weight': 0.9979851106415321, 'rel_center': 0.9907254798581107, 'rel_inertia': 0.9987495209636044}
J Y {'rel_weight': 0.9892365285584275, 'rel_center': 0.9924280666759215, 'rel_inertia': 0.9986144081375476}
J Z {'rel_weight': 0.970136804756097, 'rel_center': 0.9955439593968263, 'rel_inertia': 0.99772577578181}
K A {'rel_weight': 0.9504377753411457, 'rel_center': 0.9887441508941642, 'rel_inertia': 0.9969744151055467}
K B {'rel_weight': 0.9893115564611625, 'rel_center': 0.9913000777054402, 'rel_inertia': 0.9989707122722818}
K C {'rel_weight': 0.9539745547815598, 'rel_center': 0.9977065715027266, 'rel_inertia': 0.9992282752685261}
K Ç {'rel_weight': 0.9640776481397165, 'rel_center': 0.9964472244230291, 'rel_inertia': 0.9992919236898317}
K D {'rel_weight': 0.9919704119270057, 'rel_center': 0.9924701101408451, 'rel_inertia': 0.9991153029903862}
K E {'rel_weight': 0.9753568809177745, 'rel_center': 0.9984194700449414, 'rel_inertia': 0.9986124363706949}
K F {'rel_weight': 0.9609505665541022, 'rel_center': 0.9961759716347707, 'rel_inertia': 0.9979829555195279}
K G {'rel_weight': 0.9801645598261388, 'rel_center': 0.9983645746708549, 'rel_inertia': 0.9991180881706351}
K Ğ {'rel_weight': 0.994821709611117, 'rel_center': 0.9921543594241751, 'rel_inertia': 0.9968659988498486}
K H {'rel_weight': 0.9780462589842882, 'rel_center': 0.9907166934443006, 'rel_inertia': 0.9979989543448536}
K I {'rel_weight': 0.9350392675331964, 'rel_center': 0.9937505799894191, 'rel_inertia': 0.9964800987613738}
K İ {'rel_weight': 0.9452343338791653, 'rel_center': 0.9933771660946694, 'rel_inertia': 0.9967789114089178}
K J {'rel_weight': 0.9462042308415485, 'rel_center': 0.9911346469903668, 'rel_inertia': 0.9969758162256083}
K K {'rel_weight': 0.9945149979231429, 'rel_center': 0.9992741565004019, 'rel_inertia': 0.999576253074354}
K L {'rel_weight': 0.950351376473807, 'rel_center': 0.9952593960178868, 'rel_inertia': 0.998048625550248}
K M {'rel_weight': 0.9664827460620834, 'rel_center': 0.9836156773906213, 'rel_inertia': 0.9951379563415599}
K N {'rel_weight': 0.9682164325912649, 'rel_center': 0.9921545922955647, 'rel_inertia': 0.999033049098837}
K O {'rel_weight': 0.999935965145522, 'rel_center': 0.9925682492745471, 'rel_inertia': 0.9981526772811254}
K Ö {'rel_weight': 0.9837262877467499, 'rel_center': 0.985319361007258, 'rel_inertia': 0.9957140536400282}
K P {'rel_weight': 0.9714522095261118, 'rel_center': 0.9923332581788393, 'rel_inertia': 0.9981951566789371}
K R {'rel_weight': 0.9853818015273692, 'rel_center': 0.9937012129576371, 'rel_inertia': 0.9990377946601524}
K S {'rel_weight': 0.9560286181760319, 'rel_center': 0.9939731077392019, 'rel_inertia': 0.9976389526458579}
K Ş {'rel_weight': 0.9661261374137152, 'rel_center': 0.9928308079004136, 'rel_inertia': 0.9979418067471058}
K T {'rel_weight': 0.9533391050475847, 'rel_center': 0.992584882389958, 'rel_inertia': 0.997580252167508}
K U {'rel_weight': 0.9588825678584464, 'rel_center': 0.9989593498773672, 'rel_inertia': 0.9989759329850191}
K Ü {'rel_weight': 0.9752119537854644, 'rel_center': 0.990414582722605, 'rel_inertia': 0.996660632234144}
K V {'rel_weight': 0.944768894819631, 'rel_center': 0.9956077555383342, 'rel_inertia': 0.9979730851660917}
K Y {'rel_weight': 0.9535174769027356, 'rel_center': 0.9959930606362999, 'rel_inertia': 0.9978616786929341}
K Z {'rel_weight': 0.9726172007050661, 'rel_center': 0.9944045885178782, 'rel_inertia': 0.998488531646524}
L A {'rel_weight': 0.9958530465207592, 'rel_center': 0.9894915451563279, 'rel_inertia': 0.9990736767788322}
L B {'rel_weight': 0.9356023783230675, 'rel_center': 0.9872331983304781, 'rel_inertia': 0.9973910590280368}
L C {'rel_weight': 0.9923162670803451, 'rel_center': 0.9949967928331844, 'rel_inertia': 0.9985437103388815}
L Ç {'rel_weight': 0.9822131737221884, 'rel_center': 0.9980201463260945, 'rel_inertia': 0.997909507512586}
L D {'rel_weight': 0.9382612337889107, 'rel_center': 0.9881140055728828, 'rel_inertia': 0.9969227821687555}
L E {'rel_weight': 0.9709339409441304, 'rel_center': 0.993713602623772, 'rel_inertia': 0.9982941832779854}
L F {'rel_weight': 0.9853402553078028, 'rel_center': 0.991474716060967, 'rel_inertia': 0.9986340570920409}
L G {'rel_weight': 0.9661262620357661, 'rel_center': 0.9948695673946609, 'rel_inertia': 0.9971727399436073}
L Ğ {'rel_weight': 0.9514691122507879, 'rel_center': 0.9874502069691856, 'rel_inertia': 0.9948559541868808}
L H {'rel_weight': 0.9243370808461931, 'rel_center': 0.9863518411551522, 'rel_inertia': 0.995784576035633}
L I {'rel_weight': 0.9887484456712915, 'rel_center': 0.9924603053856762, 'rel_inertia': 0.9985309134470981}
L İ {'rel_weight': 0.9989435120172604, 'rel_center': 0.9895877202410747, 'rel_inertia': 0.9974616306855992}
L J {'rel_weight': 0.9999134089796435, 'rel_center': 0.9903398950555103, 'rel_inertia': 0.9990386631267414}
L K {'rel_weight': 0.9408058197850478, 'rel_center': 0.9948972498374055, 'rel_inertia': 0.997358584897044}
L L {'rel_weight': 0.995939445388098, 'rel_center': 0.9994460650465979, 'rel_inertia': 0.999713854489179}
L M {'rel_weight': 0.9127735679239883, 'rel_center': 0.979563159879764, 'rel_inertia': 0.9929753926516757}
L N {'rel_weight': 0.97807438927064, 'rel_center': 0.9880717700351184, 'rel_inertia': 0.9985361519486127}
L O {'rel_weight': 0.946354856716383, 'rel_center': 0.9886004767388429, 'rel_inertia': 0.9961344885242609}
L Ö {'rel_weight': 0.9300171096086548, 'rel_center': 0.9806658268285867, 'rel_inertia': 0.9936039836012507}
L P {'rel_weight': 0.9748386123357932, 'rel_center': 0.9876951560322192, 'rel_inertia': 0.9981789273843806}
L R {'rel_weight': 0.9316726233892741, 'rel_center': 0.9891721904967112, 'rel_inertia': 0.9970958375299476}
L S {'rel_weight': 0.990262203685873, 'rel_center': 0.9917669582946428, 'rel_inertia': 0.9995988764122391}
L Ş {'rel_weight': 0.9801646844481897, 'rel_center': 0.9926359866136898, 'rel_inertia': 0.9989108168331475}
L T {'rel_weight': 0.9929517168143203, 'rel_center': 0.9885439712863735, 'rel_inertia': 0.9980987950329444}
L U {'rel_weight': 0.9874082540034586, 'rel_center': 0.9945610985691975, 'rel_inertia': 0.9987268371475694}
L Ü {'rel_weight': 0.9710788680764405, 'rel_center': 0.9858923335425478, 'rel_inertia': 0.9952483178536041}
L V {'rel_weight': 0.9984780729577261, 'rel_center': 0.9909792241865956, 'rel_inertia': 0.9992333881961826}
L Y {'rel_weight': 0.9927733449591694, 'rel_center': 0.9917556065025842, 'rel_inertia': 0.9988966629434652}
L Z {'rel_weight': 0.9736736211568389, 'rel_center': 0.9916296500854315, 'rel_inertia': 0.9982846959953249}
M A {'rel_weight': 0.9236926749599259, 'rel_center': 0.9836181142317821, 'rel_inertia': 0.9930656060469637}
M B {'rel_weight': 0.9839433431576177, 'rel_center': 0.9935117679535593, 'rel_inertia': 0.9955885763464767}
M C {'rel_weight': 0.92722945440034, 'rel_center': 0.9831756290565481, 'rel_inertia': 0.9951157341153575}
M Ç {'rel_weight': 0.9373325477584967, 'rel_center': 0.981343364358375, 'rel_inertia': 0.9953877841939951}
M D {'rel_weight': 0.9812844876917745, 'rel_center': 0.9921982319757551, 'rel_inertia': 0.9965285676672283}
M E {'rel_weight': 0.9486117805365547, 'rel_center': 0.9860191999945024, 'rel_inertia': 0.9946303428390458}
M F {'rel_weight': 0.9342054661728824, 'rel_center': 0.9878757571170896, 'rel_inertia': 0.993917726256819}
M G {'rel_weight': 0.953419459444919, 'rel_center': 0.9858545844924129, 'rel_inertia': 0.9965417643751683}
M Ğ {'rel_weight': 0.9680766092298972, 'rel_center': 0.9896972548795496, 'rel_inertia': 0.9966931426589082}
M H {'rel_weight': 0.995208640634492, 'rel_center': 0.9937822272639023, 'rel_inertia': 0.9974793779217775}
M I {'rel_weight': 0.9082941671519766, 'rel_center': 0.9870065844756226, 'rel_inertia': 0.992352263267807}
M İ {'rel_weight': 0.9184892334979455, 'rel_center': 0.9912316257648522, 'rel_inertia': 0.9929399188894268}
M J {'rel_weight': 0.9194591304603287, 'rel_center': 0.9869772544657219, 'rel_inertia': 0.9928549962539263}
M K {'rel_weight': 0.9787399016956373, 'rel_center': 0.9847106099659947, 'rel_inertia': 0.9962249412700499}
M L {'rel_weight': 0.9236062760925872, 'rel_center': 0.9805521357064975, 'rel_inertia': 0.9939698861251609}
M M {'rel_weight': 0.9932278464433032, 'rel_center': 0.9987013786848299, 'rel_inertia': 0.9992467436925926}
M N {'rel_weight': 0.9414713322100451, 'rel_center': 0.9926566780515351, 'rel_inertia': 0.9949126064759447}
M O {'rel_weight': 0.9731908647643022, 'rel_center': 0.9921923255269197, 'rel_inertia': 0.9975559077478188}
M Ö {'rel_weight': 0.9895286118720303, 'rel_center': 0.993151638854651, 'rel_inertia': 0.997005207020128}
M P {'rel_weight': 0.944707109144892, 'rel_center': 0.9912529497265146, 'rel_inertia': 0.9942748776615203}
M R {'rel_weight': 0.987873098091411, 'rel_center': 0.9907302127953148, 'rel_inertia': 0.9960524015836039}
M S {'rel_weight': 0.9292835177948121, 'rel_center': 0.9883492824565155, 'rel_inertia': 0.9935252502502834}
M Ş {'rel_weight': 0.9393810370324954, 'rel_center': 0.985557290169102, 'rel_inertia': 0.9938297379687306}
M T {'rel_weight': 0.9265940046663649, 'rel_center': 0.9922119490515511, 'rel_inertia': 0.993643428641634}
M U {'rel_weight': 0.9321374674772266, 'rel_center': 0.9848524589986911, 'rel_inertia': 0.9948428398223904}
M Ü {'rel_weight': 0.9484668534042446, 'rel_center': 0.9873713481538209, 'rel_inertia': 0.9950105094734409}
M V {'rel_weight': 0.9180237944384112, 'rel_center': 0.9887925833211703, 'rel_inertia': 0.9938393313485467}
M Y {'rel_weight': 0.9267723765215158, 'rel_center': 0.9888195941226148, 'rel_inertia': 0.9937505145060322}
M Z {'rel_weight': 0.9458721003238463, 'rel_center': 0.988900721023351, 'rel_inertia': 0.9945196133246931}
N A {'rel_weight': 0.9868676478365919, 'rel_center': 0.9889638553449169, 'rel_inertia': 0.9979951878828689}
N B {'rel_weight': 0.9528816839657164, 'rel_center': 0.9985141190944766, 'rel_inertia': 0.9984864250377413}
N C {'rel_weight': 0.990404427277006, 'rel_center': 0.9907738347400723, 'rel_inertia': 0.9994766539978223}
N Ç {'rel_weight': 0.9994924793648373, 'rel_center': 0.9892039446067968, 'rel_inertia': 0.9990076909754857}
N D {'rel_weight': 0.9555405394315596, 'rel_center': 0.9981860868511195, 'rel_inertia': 0.9979687293032448}
N E {'rel_weight': 0.9882132465867793, 'rel_center': 0.9936538940393481, 'rel_inertia': 0.9992427667587511}
N F {'rel_weight': 0.9973804390495483, 'rel_center': 0.9950305470987164, 'rel_inertia': 0.9990521630304353}
N G {'rel_weight': 0.983405567678415, 'rel_center': 0.9937319798104861, 'rel_inertia': 0.9979828075279616}
N Ğ {'rel_weight': 0.9687484178934368, 'rel_center': 0.994212543816209, 'rel_inertia': 0.9959544851037873}
N H {'rel_weight': 0.941616386488842, 'rel_center': 0.997087678078363, 'rel_inertia': 0.996828164254118}
N I {'rel_weight': 0.9714691400286426, 'rel_center': 0.9939330015064042, 'rel_inertia': 0.9977228302734169}
N İ {'rel_weight': 0.9816642063746115, 'rel_center': 0.9990303591663903, 'rel_inertia': 0.9976939646272238}
N J {'rel_weight': 0.9826341033369946, 'rel_center': 0.9926413683944049, 'rel_inertia': 0.9982118731677354}
N K {'rel_weight': 0.9580851254276967, 'rel_center': 0.9924247655926915, 'rel_inertia': 0.9983705527532364}
N L {'rel_weight': 0.9867812489692531, 'rel_center': 0.988426248228911, 'rel_inertia': 0.9991868333564167}
N M {'rel_weight': 0.9300528735666372, 'rel_center': 0.9908779906945541, 'rel_inertia': 0.9938928008738956}
N N {'rel_weight': 0.995353694913289, 'rel_center': 0.999223960182897, 'rel_inertia': 0.9996345007962931}
N O {'rel_weight': 0.9636341623590319, 'rel_center': 0.9998720070536194, 'rel_inertia': 0.9969511495300059}
N Ö {'rel_weight': 0.9472964152513037, 'rel_center': 0.9906822591832468, 'rel_inertia': 0.9946983707394015}
N P {'rel_weight': 0.9921179179784421, 'rel_center': 0.9961242256919609, 'rel_inertia': 0.9989322677459002}
N R {'rel_weight': 0.948951929031923, 'rel_center': 0.9972499328602815, 'rel_inertia': 0.9981897693217946}
N S {'rel_weight': 0.9924584906714781, 'rel_center': 0.9954128068505874, 'rel_inertia': 0.9988605348719446}
